lr_er,lr_er_desc,handNumber,handResult,handsWonRunningTotal,avgHandsWonRunningTotal,handsInInterval,handsWonInInterval,avgHandsWonInInterval,handsInFirstFinalLargeInterval,handsWonInFirstFinalLargeInterval,avgHandsWonInFirstFinalLargeInterval,handsInFirstFinalIntervalFlag,firstLargeIntervalFlag,finalLargeIntervalFlagList
0.1_0.5,"lr: 0.1, er: 0.5",210000,0,78799,0.375233,10000,3810,0.381,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",220000,1,82556,0.375255,10000,3757,0.3757,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",230000,1,86347,0.375422,10000,3791,0.3791,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",240000,0,90151,0.375629,10000,3804,0.3804,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",250000,0,93978,0.375912,10000,3827,0.3827,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",260000,1,97782,0.376085,10000,3804,0.3804,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",270000,0,101601,0.3763,10000,3819,0.3819,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",280000,1,105442,0.376579,10000,3841,0.3841,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",290000,0,109230,0.376655,10000,3788,0.3788,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",300000,1,113088,0.37696,10000,3858,0.3858,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",310000,0,116914,0.377142,10000,3826,0.3826,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",320000,1,120794,0.377481,10000,3880,0.388,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",330000,0,124716,0.377927,10000,3922,0.3922,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",340000,0,128615,0.378279,10000,3899,0.3899,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",350000,1,132581,0.378803,10000,3966,0.3966,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",360000,1,136505,0.379181,10000,3924,0.3924,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",370000,1,140412,0.379492,10000,3907,0.3907,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",380000,0,144274,0.379668,10000,3862,0.3862,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",390000,0,148148,0.379867,10000,3874,0.3874,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",400000,0,152062,0.380155,10000,3914,0.3914,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",410000,1,155960,0.38039,10000,3898,0.3898,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",420000,1,159904,0.380724,10000,3944,0.3944,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",430000,0,163694,0.380684,10000,3790,0.379,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",440000,0,167638,0.380995,10000,3944,0.3944,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",450000,1,171597,0.381327,10000,3959,0.3959,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",460000,0,175523,0.381572,10000,3926,0.3926,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",470000,0,179582,0.382089,10000,4059,0.4059,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",480000,0,183470,0.382229,10000,3888,0.3888,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",490000,0,187400,0.382449,10000,3930,0.393,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",500000,0,191236,0.382472,10000,3836,0.3836,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",510000,0,195233,0.38281,10000,3997,0.3997,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",520000,1,199292,0.383254,10000,4059,0.4059,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",530000,1,203322,0.383626,10000,4030,0.403,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",540000,0,207194,0.383693,10000,3872,0.3872,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",550000,0,211153,0.383915,10000,3959,0.3959,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",560000,1,215285,0.384437,10000,4132,0.4132,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",570000,0,219288,0.384716,10000,4003,0.4003,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",580000,1,223274,0.384955,10000,3986,0.3986,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",590000,1,227324,0.385295,10000,4050,0.405,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",600000,1,231380,0.385633,10000,4056,0.4056,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",610000,1,235393,0.38589,10000,4013,0.4013,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",620000,1,239411,0.386147,10000,4018,0.4018,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",630000,0,243425,0.386389,10000,4014,0.4014,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",640000,1,247439,0.386623,10000,4014,0.4014,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",650000,0,251498,0.38692,10000,4059,0.4059,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",660000,1,255618,0.3873,10000,4120,0.412,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",670000,1,259593,0.387452,10000,3975,0.3975,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",680000,0,263609,0.38766,10000,4016,0.4016,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",690000,1,267685,0.387949,10000,4076,0.4076,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",700000,0,271738,0.388197,10000,4053,0.4053,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",710000,0,275799,0.388449,10000,4061,0.4061,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",720000,0,279832,0.388656,10000,4033,0.4033,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",730000,0,283911,0.388919,10000,4079,0.4079,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",740000,0,287968,0.389146,10000,4057,0.4057,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",750000,1,292050,0.3894,10000,4082,0.4082,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",760000,1,296223,0.389767,10000,4173,0.4173,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",770000,1,300341,0.390053,10000,4118,0.4118,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",780000,1,304499,0.390383,10000,4158,0.4158,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",790000,0,308660,0.390709,10000,4161,0.4161,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",800000,1,312751,0.390939,10000,4091,0.4091,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",810000,1,316887,0.391219,10000,4136,0.4136,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",820000,0,321114,0.391602,10000,4227,0.4227,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",830000,1,325245,0.391861,10000,4131,0.4131,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",840000,0,329350,0.392083,10000,4105,0.4105,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",850000,0,333604,0.392475,10000,4254,0.4254,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",860000,0,337668,0.392637,10000,4064,0.4064,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",870000,1,341827,0.392905,10000,4159,0.4159,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",880000,1,345941,0.393115,10000,4114,0.4114,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",890000,1,350122,0.393396,10000,4181,0.4181,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",900000,1,354255,0.393617,10000,4133,0.4133,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",910000,0,358401,0.393847,10000,4146,0.4146,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",920000,0,362636,0.39417,10000,4235,0.4235,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",930000,1,366871,0.394485,10000,4235,0.4235,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",940000,1,371094,0.394781,10000,4223,0.4223,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",950000,0,375304,0.395057,10000,4210,0.421,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",960000,1,379473,0.395284,10000,4169,0.4169,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",970000,0,383617,0.395481,10000,4144,0.4144,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",980000,0,387791,0.395705,10000,4174,0.4174,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",990000,0,392039,0.395999,10000,4248,0.4248,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",1000000,0,396204,0.396204,10000,4165,0.4165,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",1010000,0,400432,0.396467,10000,4228,0.4228,,,,0,0,0
0.1_0.5,"lr: 0.1, er: 0.5",1015305,0,402757,0.396686,5305,2325,0.438266,100000.0,42129.0,0.42129,1,0,1
0.1_1,"lr: 0.1, er: 1",10000,0,3134,0.3134,10000,3134,0.3134,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",20000,1,6317,0.31585,10000,3183,0.3183,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",30000,0,9447,0.3149,10000,3130,0.313,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",40000,0,12683,0.317075,10000,3236,0.3236,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",50000,0,15895,0.3179,10000,3212,0.3212,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",60000,0,19090,0.318167,10000,3195,0.3195,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",70000,0,22321,0.318871,10000,3231,0.3231,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",80000,1,25527,0.319088,10000,3206,0.3206,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",90000,0,28837,0.320411,10000,3310,0.331,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",100000,0,32106,0.32106,10000,3269,0.3269,100000.0,32106.0,0.32106,1,1,0
0.1_1,"lr: 0.1, er: 1",110000,1,35374,0.321582,10000,3268,0.3268,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",120000,0,38660,0.322167,10000,3286,0.3286,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",130000,0,41948,0.322677,10000,3288,0.3288,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",140000,0,45285,0.323464,10000,3337,0.3337,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",150000,0,48610,0.324067,10000,3325,0.3325,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",160000,0,51924,0.324525,10000,3314,0.3314,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",170000,0,55192,0.324659,10000,3268,0.3268,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",180000,1,58620,0.325667,10000,3428,0.3428,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",190000,0,61934,0.325968,10000,3314,0.3314,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",200000,1,65211,0.326055,10000,3277,0.3277,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",210000,0,68590,0.326619,10000,3379,0.3379,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",220000,0,72031,0.327414,10000,3441,0.3441,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",230000,0,75420,0.327913,10000,3389,0.3389,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",240000,1,78885,0.328688,10000,3465,0.3465,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",250000,0,82316,0.329264,10000,3431,0.3431,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",260000,0,85760,0.329846,10000,3444,0.3444,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",270000,1,89109,0.330033,10000,3349,0.3349,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",280000,0,92580,0.330643,10000,3471,0.3471,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",290000,0,96074,0.33129,10000,3494,0.3494,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",300000,1,99558,0.33186,10000,3484,0.3484,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",310000,1,103054,0.332432,10000,3496,0.3496,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",320000,0,106592,0.3331,10000,3538,0.3538,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",330000,0,110089,0.333603,10000,3497,0.3497,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",340000,0,113552,0.333976,10000,3463,0.3463,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",350000,1,117061,0.33446,10000,3509,0.3509,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",360000,0,120725,0.335347,10000,3664,0.3664,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",370000,1,124305,0.335959,10000,3580,0.358,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",380000,0,127882,0.336532,10000,3577,0.3577,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",390000,1,131503,0.337187,10000,3621,0.3621,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",400000,0,135155,0.337888,10000,3652,0.3652,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",410000,0,138745,0.338402,10000,3590,0.359,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",420000,1,142371,0.338979,10000,3626,0.3626,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",430000,1,145905,0.339314,10000,3534,0.3534,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",440000,0,149551,0.339889,10000,3646,0.3646,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",450000,1,153225,0.3405,10000,3674,0.3674,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",460000,0,156980,0.341261,10000,3755,0.3755,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",470000,0,160656,0.341821,10000,3676,0.3676,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",480000,0,164388,0.342475,10000,3732,0.3732,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",490000,1,168161,0.343186,10000,3773,0.3773,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",500000,1,171866,0.343732,10000,3705,0.3705,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",510000,0,175480,0.344078,10000,3614,0.3614,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",520000,0,179232,0.344677,10000,3752,0.3752,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",530000,0,182946,0.345181,10000,3714,0.3714,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",540000,0,186667,0.34568,10000,3721,0.3721,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",550000,1,190448,0.346269,10000,3781,0.3781,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",560000,0,194158,0.346711,10000,3710,0.371,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",570000,0,197935,0.347254,10000,3777,0.3777,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",580000,1,201723,0.347798,10000,3788,0.3788,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",590000,0,205443,0.348208,10000,3720,0.372,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",600000,0,209266,0.348777,10000,3823,0.3823,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",610000,1,213166,0.349452,10000,3900,0.39,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",620000,1,216976,0.349961,10000,3810,0.381,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",630000,0,220788,0.350457,10000,3812,0.3812,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",640000,1,224557,0.35087,10000,3769,0.3769,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",650000,1,228329,0.351275,10000,3772,0.3772,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",660000,0,232116,0.351691,10000,3787,0.3787,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",670000,0,235908,0.352101,10000,3792,0.3792,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",680000,0,239783,0.352622,10000,3875,0.3875,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",690000,0,243727,0.353228,10000,3944,0.3944,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",700000,0,247644,0.353777,10000,3917,0.3917,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",710000,0,251513,0.354244,10000,3869,0.3869,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",720000,1,255495,0.354854,10000,3982,0.3982,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",730000,1,259471,0.35544,10000,3976,0.3976,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",740000,0,263332,0.355854,10000,3861,0.3861,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",750000,0,267316,0.356421,10000,3984,0.3984,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",760000,1,271148,0.356774,10000,3832,0.3832,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",770000,0,275096,0.357268,10000,3948,0.3948,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",780000,0,278998,0.35769,10000,3902,0.3902,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",790000,1,282919,0.358125,10000,3921,0.3921,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",800000,0,286996,0.358745,10000,4077,0.4077,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",810000,1,291076,0.359353,10000,4080,0.408,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",820000,1,295070,0.359841,10000,3994,0.3994,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",830000,1,299137,0.360406,10000,4067,0.4067,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",840000,0,303219,0.360975,10000,4082,0.4082,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",850000,0,307310,0.361541,10000,4091,0.4091,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",860000,0,311341,0.362024,10000,4031,0.4031,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",870000,0,315382,0.362508,10000,4041,0.4041,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",880000,0,319462,0.363025,10000,4080,0.408,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",890000,1,323593,0.363588,10000,4131,0.4131,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",900000,1,327742,0.364158,10000,4149,0.4149,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",910000,1,331862,0.364684,10000,4120,0.412,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",920000,0,335931,0.365142,10000,4069,0.4069,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",930000,0,340160,0.365763,10000,4229,0.4229,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",940000,1,344325,0.366303,10000,4165,0.4165,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",950000,0,348454,0.366794,10000,4129,0.4129,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",960000,1,352708,0.367404,10000,4254,0.4254,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",970000,1,356979,0.36802,10000,4271,0.4271,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",980000,1,361219,0.368591,10000,4240,0.424,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",990000,1,365453,0.369144,10000,4234,0.4234,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",1000000,0,369739,0.369739,10000,4286,0.4286,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",1010000,1,373951,0.370249,10000,4212,0.4212,,,,0,0,0
0.1_1,"lr: 0.1, er: 1",1018175,0,377526,0.370787,8175,3575,0.437309,100000.0,42313.0,0.42313,1,0,1
0.3_0.05,"lr: 0.3, er: 0.05",10000,0,3975,0.3975,10000,3975,0.3975,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",20000,0,8027,0.40135,10000,4052,0.4052,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",30000,1,12118,0.403933,10000,4091,0.4091,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",40000,0,16198,0.40495,10000,4080,0.408,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",50000,0,20342,0.40684,10000,4144,0.4144,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",60000,1,24497,0.408283,10000,4155,0.4155,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",70000,1,28666,0.409514,10000,4169,0.4169,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",80000,1,32721,0.409013,10000,4055,0.4055,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",90000,0,36955,0.410611,10000,4234,0.4234,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",100000,0,41054,0.41054,10000,4099,0.4099,100000.0,41054.0,0.41054,1,1,0
0.3_0.05,"lr: 0.3, er: 0.05",110000,0,45145,0.410409,10000,4091,0.4091,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",120000,0,49301,0.410842,10000,4156,0.4156,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",130000,0,53500,0.411538,10000,4199,0.4199,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",140000,1,57597,0.411407,10000,4097,0.4097,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",150000,0,61739,0.411593,10000,4142,0.4142,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",160000,0,65921,0.412006,10000,4182,0.4182,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",170000,0,70057,0.4121,10000,4136,0.4136,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",180000,1,74227,0.412372,10000,4170,0.417,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",190000,0,78343,0.412332,10000,4116,0.4116,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",200000,1,82541,0.412705,10000,4198,0.4198,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",210000,0,86678,0.412752,10000,4137,0.4137,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",220000,0,90851,0.412959,10000,4173,0.4173,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",230000,0,95024,0.413148,10000,4173,0.4173,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",240000,0,99221,0.413421,10000,4197,0.4197,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",250000,0,103491,0.413964,10000,4270,0.427,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",260000,0,107596,0.413831,10000,4105,0.4105,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",270000,0,111817,0.414137,10000,4221,0.4221,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",280000,1,116036,0.414414,10000,4219,0.4219,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",290000,0,120242,0.414628,10000,4206,0.4206,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",300000,1,124447,0.414823,10000,4205,0.4205,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",310000,0,128602,0.414845,10000,4155,0.4155,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",320000,0,132815,0.415047,10000,4213,0.4213,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",330000,1,136960,0.41503,10000,4145,0.4145,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",340000,1,141111,0.415032,10000,4151,0.4151,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",350000,0,145316,0.415189,10000,4205,0.4205,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",360000,0,149529,0.415358,10000,4213,0.4213,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",370000,1,153688,0.415373,10000,4159,0.4159,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",380000,0,157897,0.415518,10000,4209,0.4209,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",390000,1,162148,0.415764,10000,4251,0.4251,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",400000,1,166323,0.415807,10000,4175,0.4175,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",410000,0,170538,0.415946,10000,4215,0.4215,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",420000,1,174650,0.415833,10000,4112,0.4112,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",430000,0,178852,0.415935,10000,4202,0.4202,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",440000,1,183040,0.416,10000,4188,0.4188,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",450000,1,187261,0.416136,10000,4221,0.4221,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",460000,1,191402,0.416091,10000,4141,0.4141,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",470000,0,195613,0.416198,10000,4211,0.4211,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",480000,0,199765,0.416177,10000,4152,0.4152,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",490000,1,203988,0.416302,10000,4223,0.4223,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",500000,0,208295,0.41659,10000,4307,0.4307,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",510000,0,212362,0.416396,10000,4067,0.4067,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",520000,0,216570,0.416481,10000,4208,0.4208,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",530000,0,220747,0.416504,10000,4177,0.4177,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",540000,1,224927,0.416531,10000,4180,0.418,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",550000,1,229101,0.416547,10000,4174,0.4174,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",560000,0,233357,0.416709,10000,4256,0.4256,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",570000,0,237523,0.416707,10000,4166,0.4166,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",580000,0,241714,0.416748,10000,4191,0.4191,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",590000,0,246005,0.416958,10000,4291,0.4291,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",600000,0,250185,0.416975,10000,4180,0.418,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",610000,1,254338,0.416948,10000,4153,0.4153,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",620000,0,258561,0.417034,10000,4223,0.4223,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",630000,1,262700,0.416984,10000,4139,0.4139,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",640000,0,266875,0.416992,10000,4175,0.4175,,,,0,0,0
0.3_0.05,"lr: 0.3, er: 0.05",650000,0,271080,0.417046,10000,4205,0.4205,,,,0,0,0
